Brittny Marshall,17,188,61,boxing
Rana Campbell,17,179,58,archery
Angelo Dickson,24,194,59,boxing
Yulanda Downs,48,177,54,sailing
Danyell Spencer,45,160,59,sailing
Darrin Garrett,45,160,66,handball
Man Livingston,17,179,49,sailing
Hayden Sharpe,40,164,69,equestrian
Delmer Schmidt,41,170,88,triathlon
Roselle Swanson,25,193,86,boxing
Sixta Frazier,39,171,44,football
Otis Allen,30,190,73,athletics
Torri Larson,18,177,88,football
Laurinda Walter,42,172,63,gymnastics
Dan Mcpherson,32,200,50,boxing
Randy Dejesus,37,156,49,athletics
King Leach,19,180,59,basketball
Maurice French,25,175,57,taekwondo
Usha Schwartz,48,164,39,basketball
Cecille Maldonado,21,157,62,weightlifting
Vanna Skinner,26,185,63,baseball
Lovetta Estes,49,189,47,football
Raymon Combs,48,188,47,modern pentathlon
Jerome Green,44,152,40,taekwondo
Debera Williamson,28,158,56,softball
Arletha Patel,42,173,69,triathlon
Fabian Elliott,45,162,68,table tennis
Iesha Santiago,27,174,59,handball
Donette Harper,16,181,49,archery
Armando Bishop,18,167,40,canoeing
Boyce Glover,45,176,64,athletics
Darby Donaldson,37,170,87,cycling
Rebecka Bryan,37,166,48,badminton
Sona Sanford,35,197,87,equestrian
Robbie Sanford,17,159,63,weightlifting
Cristobal Walter,16,165,81,boxing
Elayne Stevenson,47,169,44,hockey
Warner Wade,39,179,74,badminton
Diego Watts,36,156,79,gymnastics
Guillermo Grant,20,155,63,aquatics
Lavern Livingston,16,180,41,sailing
Carmine Craft,18,160,62,judo
Emerson Soto,16,156,79,baseball
Tobias Heath,18,198,71,volleyball
Emerson Hampton,25,195,72,badminton
Onie Slater,44,189,78,volleyball
Zack Leblanc,48,152,67,archery
Edyth Sears,40,154,50,fencing
Emerson Bell,36,189,70,hockey
Keven Frank,21,171,75,archery
Kiesha Baldwin,46,162,75,baseball
Nickolas Snyder,41,187,88,shooting
Kanesha Chavez,42,192,38,taekwondo
Vanetta Puckett,28,182,58,football
Delaine Leonard,40,195,41,handball
Bernard Ortiz,17,182,56,tennis
Ed Webb,36,161,46,weightlifting
Marlana Burnett,46,188,44,taekwondo
Doloris Robertson,33,161,67,judo
Coralie Russell,36,183,74,canoeing
Rex Chase,26,197,81,athletics
Danny Hewitt,29,185,61,taekwondo
Modesto Roberts,42,159,40,table tennis
Rachal O'neil,23,197,57,badminton
Jeremiah Thornton,49,158,60,weightlifting
Earlie Hensley,32,164,61,tennis
Keila Carver,42,196,85,volleyball
Mora Sellers,34,182,52,gymnastics
Jarrod Benjamin,16,185,87,equestrian
Erinn Hoffman,37,176,48,handball
Maren Terry,23,179,78,modern pentathlon
Ashley Berg,26,177,51,volleyball
Otelia Duran,16,195,67,volleyball
Nelida Lane,39,157,47,softball
Parker Weber,46,188,50,tennis
Babette Hewitt,24,173,68,basketball
Benjamin Stout,38,184,85,equestrian
Zachariah Lane,44,194,42,football
George Emerson,43,156,53,table tennis
Asa Hurst,16,190,52,boxing
Marquetta Silva,42,169,50,judo
Sherril Gray,38,190,43,equestrian
Clarence Barrera,24,183,46,badminton
Le Gould,50,163,41,weightlifting
Sherwood Hendricks,25,172,58,volleyball
Yer Bruce,41,186,43,rowing
Leroy Thomas,21,179,45,taekwondo
Jack Keller,24,150,43,archery
Kam Clarke,25,165,72,athletics
Eryn Gamble,49,161,63,badminton
Gaylene Landry,16,179,89,equestrian
Debbra Haynes,28,199,48,archery
Melissia Pitts,40,176,62,taekwondo
Woodrow Burks,30,168,83,weightlifting
Angelyn O'connor,17,183,48,gymnastics
Kathern Jacobson,22,177,63,sailing
Hong Sanford,20,177,54,baseball
Meg Baldwin,21,186,78,hockey
Tod Pickett,21,187,80,cycling
Alishia Short,16,197,79,volleyball
Marshall Mercer,32,155,68,badminton
Lynelle Sharpe,23,188,90,archery
Cleo Fitzpatrick,30,191,48,tennis
Houston Lawrence,41,155,64,basketball
Vi Dickerson,44,180,66,table tennis
Jordan Mcneil,36,173,64,table tennis
Victor Ward,47,152,56,gymnastics
Kortney Byrd,48,164,69,gymnastics
Claudio Newman,34,157,59,shooting
Jefferson Rush,29,194,69,weightlifting
Kory Cline,18,171,87,tennis
Rickie Moss,24,165,39,athletics
Dagmar Hines,34,185,46,canoeing
Robbi Sharpe,33,168,49,judo
Mitsue Stein,23,155,83,archery
Erline Roberts,34,187,57,judo
Anjelica Harris,16,164,74,aquatics
Sachiko Monroe,32,156,62,table tennis
Jacob Richard,19,189,44,cycling
Carley Jennings,36,193,78,modern pentathlon
Yuriko Wilkins,46,196,86,taekwondo
Yuk Lang,16,185,43,cycling
Derrick Le,40,183,70,boxing
Rory Norman,18,154,50,taekwondo
Thad Everett,23,196,49,modern pentathlon
Kattie Cash,48,178,88,handball
Denese Medina,32,155,51,athletics
Quinn Graves,28,182,48,softball
Winston Sheppard,20,156,48,sailing
Lillia Price,20,176,71,shooting
Lasandra Fulton,23,189,82,athletics
Raye Graves,35,185,57,basketball
Hipolito Hudson,48,158,66,weightlifting
Fausto Valencia,16,166,75,aquatics
Hunter Carrillo,28,188,87,rowing
Olin Cobb,18,183,73,aquatics
Brendan Schultz,31,151,65,canoeing
Natashia Walls,31,198,75,equestrian
Rana Harrell,32,169,51,sailing
Ai Campbell,20,198,40,modern pentathlon
Lanie Martinez,47,166,54,aquatics
Lanita Grant,32,164,46,tennis
Darcel Graves,25,165,87,equestrian
Russell Kent,31,197,87,basketball
Rene Preston,26,166,74,softball
Kellee Hodge,20,187,75,canoeing
Rosamaria Wolf,21,161,66,basketball
Isaura Hurst,46,168,70,cycling
Hyman Hardy,28,194,67,rowing
Robin Farley,40,182,90,hockey
Sharita Mccray,27,199,49,taekwondo
Dennis Collier,46,167,41,equestrian
Carlton Pierce,26,181,85,gymnastics
Dean Acosta,23,199,62,triathlon
Hilde Cabrera,41,190,57,shooting
Aleen Richmond,28,194,42,hockey
Fransisca Rogers,30,155,40,taekwondo
Delcie Johns,20,150,38,athletics
Vinnie Boone,37,186,66,volleyball
Zachary Golden,23,173,59,handball
Sanora Kirk,18,197,82,sailing
Dallas Haley,16,152,56,taekwondo
Miguel Nixon,17,164,41,weightlifting
Kiley Garrison,45,170,85,archery
Kacy Willis,44,164,42,weightlifting
Ernest Mccormick,16,152,75,canoeing
Nubia Holt,43,190,81,hockey
Chu Snow,35,193,49,table tennis
Freeda Love,18,157,46,volleyball
Tory Turner,40,163,74,archery
Jonathan Sherman,24,157,55,volleyball
Riley May,18,197,88,canoeing
Quintin Snow,49,151,56,taekwondo
Benjamin Gallegos,45,168,49,badminton
Cinderella Frazier,34,151,51,taekwondo
Yuko Todd,46,171,48,handball
Samella Sharpe,46,197,40,weightlifting
Lavette Conner,40,171,67,baseball
Malisa Talley,28,172,61,archery
Geoffrey Logan,23,174,41,archery
Britany Ferrell,19,189,46,table tennis
Isaias Acosta,32,171,52,modern pentathlon
Oralee Kirk,30,176,67,baseball
Angel Reeves,31,186,81,badminton
Luther Morse,40,154,78,triathlon
Julieann Hill,47,175,62,gymnastics
Rubie Reed,44,150,90,equestrian
Roseline Bond,45,151,43,archery
Tonda Trujillo,18,176,39,canoeing
Stevie Conner,32,197,80,archery
Alton Freeman,20,152,67,shooting
Asa Moreno,45,166,49,shooting
Dotty Moss,46,169,60,athletics
Orval Acosta,39,191,65,table tennis
Oretha Burks,41,171,44,handball
Jerome Booker,40,164,41,gymnastics
Ward Puckett,22,182,76,canoeing
Elroy Rhodes,43,173,90,modern pentathlon
Simonne Russo,17,188,55,canoeing
Perry Figueroa,34,155,65,boxing
Sydney Chen,38,163,74,weightlifting
Elvie Fitzpatrick,22,174,76,tennis
Cherelle Wilkinson,50,172,82,triathlon
Marylouise Shaw,33,195,52,boxing
Cleo Ray,41,174,72,volleyball
Jessi Rowe,39,151,79,badminton
Vince Shepherd,31,158,77,canoeing
Aleshia Parker,36,197,45,badminton
Barrett Barker,47,191,43,athletics
Julian Beach,40,157,40,judo
Laurine Hicks,18,166,52,archery
Ray Hahn,48,194,39,athletics
Clyde Mullins,42,170,88,boxing
Rodrick Horn,29,191,70,triathlon
Magen Dixon,24,187,63,tennis
Kirby Gomez,19,159,58,canoeing
Rhett Mcclure,50,179,66,tennis
Stanford Nieves,39,184,82,badminton
Guy Mckinney,30,168,49,taekwondo
Desirae Baxter,18,173,67,athletics
Allen Valencia,32,197,73,judo
Torri Randall,50,180,54,boxing
Annabell Molina,16,152,41,aquatics
Amos Booth,29,160,64,judo
Claude Burnett,49,179,88,modern pentathlon
Lucio Head,20,170,84,weightlifting
Krystin Foley,50,193,84,equestrian
Norris Howe,21,154,48,aquatics
Verline Thomas,28,175,42,volleyball
Tiny Lowe,31,190,70,athletics
Nakita Holcomb,19,168,78,equestrian
Jacquie Kerr,35,165,52,sailing
Clorinda Fields,22,157,70,basketball
Karleen Contreras,46,158,59,boxing
Jonah Mayo,44,172,56,cycling
Patrick Robertson,20,187,67,softball
Tamatha Mcclure,17,162,89,archery
Gale Duffy,50,189,66,weightlifting
Kenneth O'neal,24,175,63,baseball
Tomika Kirk,43,192,47,volleyball
Annika Lambert,39,183,50,modern pentathlon
Bethel Ferguson,38,166,56,tennis
Norris England,19,166,72,rowing
Chester House,30,182,71,rowing
Jame Carlson,45,152,43,equestrian
Lera Phelps,41,199,48,modern pentathlon
Emilee Cunningham,48,155,90,baseball
Ben Lamb,27,184,38,boxing
Chris Garner,32,162,84,canoeing
Marline Koch,34,190,57,aquatics
Jackelyn Moody,32,173,63,sailing
Marlana Stone,24,174,49,equestrian
Lyndia Small,27,153,40,gymnastics
Usha Floyd,19,183,63,handball
Josue Ratliff,49,186,64,triathlon
Rupert Castro,34,198,39,shooting
Merri Tanner,39,179,61,triathlon
Courtney Pate,17,155,46,athletics
Harland Stevens,22,163,59,equestrian
Dean Clay,46,187,47,tennis
Rayford Doyle,20,172,47,hockey
Deetta Waller,42,156,52,boxing
Dexter Matthews,32,163,87,shooting
Jaquelyn Johnston,43,198,79,tennis
Virgilio Gonzales,46,165,88,fencing
Celine Meadows,49,183,48,athletics
Coleman Ashley,46,159,41,volleyball
Jamie Dunn,17,154,60,baseball
Joe Decker,20,184,45,hockey
Patrina Foster,34,179,59,softball
Manual Kidd,20,198,42,football
Amira Alvarado,37,160,41,sailing
Annalisa Gonzalez,35,177,86,handball
Floria Mcguire,30,193,73,badminton
Donovan Gonzales,41,152,50,modern pentathlon
Jonas Mccoy,33,188,84,table tennis
Lyndon Walls,29,196,68,canoeing
Rochel Sellers,50,192,74,fencing
Judson Adams,21,156,41,taekwondo
Elliot Vincent,48,155,47,shooting
Hien Morton,20,190,62,handball
Desire Greer,18,185,70,cycling
Cameron Nixon,24,195,90,weightlifting
Chang Olson,47,163,63,handball
Svetlana Mcgee,48,168,75,weightlifting
Lorette Golden,38,177,60,gymnastics
Raymon Whitaker,49,187,57,rowing
Lesia O'connor,31,153,66,table tennis
Clinton Avery,29,192,60,volleyball
Ayana Rogers,23,188,54,taekwondo
Virgil Battle,16,150,70,football
Gita Stein,40,165,47,table tennis
Toby Mcintosh,22,188,50,triathlon
Vincenza Norman,18,168,77,rowing
Alexander Nichols,49,176,87,taekwondo
Herschel Love,45,186,49,football
Nida Craig,45,187,79,athletics
Aliza Blake,26,177,85,triathlon
Echo Kelly,32,187,45,cycling
Ken Bradley,27,200,54,athletics
Jess Bartlett,48,154,54,canoeing
Sal Buckner,49,171,62,triathlon
Agustin Bernard,32,175,84,softball
Lelah Moore,20,193,47,cycling
Denver Hayes,31,170,75,gymnastics
Jolie Cleveland,30,193,76,badminton
Pedro Rowland,38,175,51,archery
Regine Hoover,42,175,44,sailing
Emile Rivers,25,157,64,fencing
Georgetta Howard,32,152,45,shooting
Erich David,42,197,76,hockey
Dorla Moody,31,199,75,rowing
Monte Willis,26,152,44,sailing
Laila Barron,34,157,79,tennis
Joline Harrell,34,175,41,gymnastics
Bobby Jacobson,50,164,46,table tennis
Renato Frost,38,178,54,archery
Bennett Dawson,19,198,48,gymnastics
Trevor Hensley,28,173,78,weightlifting
Cathern Buck,36,168,76,basketball
Lizzette Parker,27,173,38,basketball
Kelvin Watson,40,178,48,basketball
Krissy Roman,20,150,81,taekwondo
Lorita Dodson,47,160,87,canoeing
Raleigh Lott,25,151,72,weightlifting
Arnoldo Woodward,29,167,56,softball
Daniel Jackson,17,165,83,shooting
Bernie Alvarez,47,164,59,table tennis
Kasandra Perry,23,179,89,rowing
Dorsey York,22,191,85,tennis
Gus Nguyen,34,192,87,archery
Micheal Butler,31,165,48,tennis
Santiago Park,24,192,39,volleyball
Connie Washington,16,194,42,table tennis
Leigha Cummings,39,154,80,table tennis
Julio Kirk,39,151,48,taekwondo
Giovanni Morales,24,177,85,rowing
Jeff Gay,27,189,73,volleyball
Jeremy Meyer,46,178,82,handball
Eneida Farley,30,163,85,tennis
Long Hamilton,40,152,55,tennis
Garret Mclean,24,152,44,badminton
Marivel Shepard,16,177,56,aquatics
Lynelle Newman,37,163,57,boxing
Lashunda Swanson,16,157,44,table tennis
Stacey Perez,16,186,85,softball
Macie Morin,21,154,68,aquatics
Arden Warner,45,155,78,handball
Modesto Page,25,162,70,boxing
Kristopher Bridges,29,177,46,table tennis
Letisha Henson,39,152,74,gymnastics
Barton Macdonald,33,165,72,fencing
Sherise Nash,21,198,73,handball
Gaston Rivas,45,176,75,triathlon
Loris Workman,24,172,90,cycling
Aundrea Warner,21,154,76,football
Raymond Jordan,17,179,54,athletics
Eustolia Gaines,47,186,44,boxing
Terry Garrison,36,195,72,hockey
Damian Moses,50,187,38,basketball
Randa Pierce,29,172,69,handball
Barrie Peters,35,193,44,sailing
Frankie Pacheco,41,194,78,aquatics
Waneta Dale,27,178,71,softball
Nathanial James,39,174,45,taekwondo
Fred Moss,42,179,65,modern pentathlon
Irving Dickson,29,153,61,shooting
Jorge Cobb,41,179,42,fencing
Man Hogan,21,152,52,football
Aron Morris,39,198,45,table tennis
Benton England,18,164,81,football
Stuart Hahn,20,156,45,badminton
Bari Gonzales,39,190,83,triathlon
Len Callahan,31,156,54,sailing
Milan Wilder,38,172,88,aquatics
Ted Glenn,32,174,49,hockey
Demetrius Carey,26,183,48,triathlon
Bobette Bauer,47,185,47,modern pentathlon
Terence Frederick,23,176,53,rowing
Buddy Clay,27,159,68,fencing
Monserrate Cross,34,189,48,aquatics
Florentino Chan,33,189,42,cycling
Byron Herman,48,164,84,athletics
Deon Macias,31,172,53,football
Ross Rivera,46,165,38,aquatics
Patrina Cervantes,39,180,79,basketball
Xochitl Montgomery,50,190,38,hockey
Randy Holmes,19,200,70,volleyball
Bradford Hodges,41,189,39,shooting
Colby Mayo,31,190,45,handball
Lovetta Roman,36,180,59,archery
Vena Dudley,32,187,46,equestrian
Benedict Bernard,29,157,77,judo
Ellan Barron,30,188,78,basketball
Rikki Ayala,42,172,43,modern pentathlon
Dustin Lynch,37,157,67,boxing
Dominica Benson,22,158,82,table tennis
Randell Mullins,23,166,63,judo
Dean Boyle,36,191,62,baseball
Deeanna Ballard,31,173,49,cycling
Katelynn Mckay,47,177,71,volleyball
Ileen Johnston,34,157,69,taekwondo
Leif Hunter,30,187,71,hockey
Agnus Crane,18,187,56,weightlifting
Rayford Robles,18,157,61,hockey
Claretta Morton,29,156,54,weightlifting
Shin Castillo,42,172,81,aquatics
Jess Odom,45,158,50,gymnastics
Tona Knowles,37,167,62,athletics
Beau Hood,48,181,45,taekwondo
Jamey Huff,21,195,76,fencing
Sylvester Francis,35,184,88,rowing
Carolin Santana,21,182,60,softball
Anderson Santiago,45,173,39,football
Bryce Mcknight,38,190,85,judo
Rory Rollins,50,185,39,basketball
Deshawn Pollard,19,178,68,weightlifting
Loren Rodriguez,16,197,63,fencing
Christian Branch,44,159,76,handball
Inell Mendoza,46,199,61,rowing
Columbus O'connor,23,188,81,cycling
Casimira Duke,43,190,45,handball
Sang Welch,30,192,79,canoeing
Chan Chavez,30,189,71,rowing
Waldo Curry,31,154,50,aquatics
Dorsey Cash,21,191,73,weightlifting
Erinn Mccray,18,188,87,boxing
Denny Wagner,43,170,82,aquatics
Catherin Monroe,38,189,65,judo
Genevive Robertson,17,198,74,basketball
Glenn Hoffman,22,176,82,fencing
Mark Hensley,28,162,81,sailing
Eldon Matthews,42,194,84,shooting
Reed Craig,23,167,78,sailing
Delmar Conway,22,194,78,football
Mallie Velez,46,156,39,basketball
Sergio Moody,47,154,71,modern pentathlon
Murray Fry,20,173,50,taekwondo
Kirby English,39,181,41,triathlon
Agueda Fleming,20,163,81,judo
Hollis Talley,19,164,45,modern pentathlon
Terry Nixon,39,168,40,modern pentathlon
Ria Carrillo,16,188,66,boxing
Hung Tucker,45,169,69,judo
Eliz Rose,25,168,39,modern pentathlon
Krissy Mckay,47,196,79,boxing
Bradley Miles,17,168,55,handball
Sherell Martin,23,179,82,taekwondo
Tashia Downs,48,185,87,table tennis
Wilson O'neil,17,170,55,judo
Grazyna Booth,18,150,39,badminton
Tenisha Mccray,23,169,66,football
Wayne Livingston,19,179,71,volleyball
Shea Castro,47,195,61,gymnastics
Joane Savage,36,192,58,equestrian
Donette Roberson,40,161,48,boxing
Norberto Chaney,16,173,61,fencing
Madelene Gillespie,45,159,55,canoeing
Giuseppina Mcpherson,34,184,75,volleyball
Babette Rocha,31,165,54,equestrian
Yulanda Valencia,43,197,64,softball
Lacy Francis,29,186,46,football
Mariette Weiss,29,157,54,triathlon
Collin Hooper,39,185,43,tennis
Felton Tanner,24,186,39,hockey
Sheryll Klein,26,183,67,modern pentathlon
Amiee Lindsay,27,189,42,softball
Fredric Guerrero,39,168,60,table tennis
Elmer Savage,49,181,47,tennis
Glayds Beasley,50,169,83,triathlon
Aron Bean,26,161,47,triathlon
Hildred Crawford,17,152,46,weightlifting
Genevie Daniels,17,169,60,triathlon
Erwin Sharp,25,199,40,modern pentathlon
Kaci Munoz,32,187,82,softball
Micheal Henson,41,157,67,modern pentathlon
Ben Calderon,41,180,74,aquatics
Devin Bauer,32,175,80,shooting
Theron Vinson,19,194,41,football
Elinore Alvarado,18,169,41,fencing
Tyrell Pennington,41,157,55,modern pentathlon
Xenia Kramer,37,179,77,canoeing
Estell Valentine,45,165,86,gymnastics
Jerrica Gonzales,23,173,80,boxing
Mauro Hughes,36,187,54,cycling
Leisha Sherman,50,189,90,tennis
Joslyn Mcknight,21,175,82,weightlifting
Margarito Foster,20,159,58,equestrian
Kittie Ayers,31,186,86,judo
Eleanora Sampson,24,183,56,volleyball
Jae Albert,26,196,56,shooting
Leland Logan,32,189,86,aquatics
Jessika Morrow,24,157,69,tennis
Ambrose Santiago,50,194,88,rowing
Arlean Jimenez,18,186,63,cycling
Heike Gillespie,44,193,52,table tennis
Kory Potts,21,156,86,taekwondo
Miles Manning,49,162,71,cycling
Darwin Eaton,31,178,38,fencing
Cory Martin,34,170,51,sailing
Elfreda Ashley,28,158,62,modern pentathlon
Eugena Rogers,38,160,45,fencing
Rueben Glass,49,158,81,football
Lyman Petersen,32,190,85,handball
Shenna Neal,42,152,85,hockey
Charmain Lynch,35,153,52,boxing
Crystle Buckley,26,171,55,tennis
Latoyia Maldonado,24,153,90,boxing
Malka Compton,18,168,79,badminton
Lorrine Carlson,24,198,87,sailing
Ali Henry,28,198,45,modern pentathlon
Edgar Beasley,21,185,60,handball
Berry Freeman,21,151,78,softball
Shavon Calhoun,28,183,51,canoeing
Rob Rice,40,176,85,gymnastics
Eugene Rogers,49,199,68,rowing
Dallas Schroeder,37,160,80,taekwondo
Ara Bowers,46,179,61,rowing
Jesenia Fox,48,194,69,table tennis
Edward Puckett,35,179,46,equestrian
Johnathon Vasquez,38,195,74,tennis
Glennie Bruce,38,192,69,tennis
Tad Berg,26,184,48,volleyball
Rich Valentine,23,189,73,softball
Brooks Knapp,36,179,57,hockey
Santo Nolan,16,191,77,rowing
Scottie Yang,36,163,86,softball
Elvin Monroe,29,156,53,tennis
Candyce Hobbs,40,178,85,basketball
Wilford Holder,32,171,80,basketball
Shondra Mccall,41,170,41,rowing
Chan Moreno,33,182,61,boxing
Israel Kim,37,152,85,fencing
Andres Dotson,42,167,40,canoeing
Issac Marquez,27,171,87,archery
Marcelino Lyons,48,162,60,fencing
Malka Hardin,39,175,78,hockey
Valentin Griffith,35,189,66,sailing
Gino Durham,21,170,80,modern pentathlon
Sonny Greer,45,196,81,canoeing
Gabriel Puckett,50,182,77,aquatics
Alline Aguilar,48,162,88,judo
Quinton Briggs,48,199,63,canoeing
Robt Savage,39,160,57,archery
Rhett Pratt,38,169,59,sailing
Charlie Jensen,25,168,83,badminton
Phebe Rosales,24,186,82,table tennis
Leonida Gates,40,163,66,weightlifting
Sydney Russo,26,178,38,gymnastics
Earl Duncan,16,182,55,weightlifting
Shawnee Nielsen,31,178,62,baseball
Tora Rich,42,193,62,cycling
Charis Richards,19,158,51,athletics
Raymon Glass,29,178,49,shooting
Madlyn Jacobs,43,155,70,basketball
Larry Maddox,49,163,84,equestrian
Rogelio Frank,19,155,42,football
Sam Hyde,34,190,79,baseball
Julene Schmidt,44,164,59,badminton
Larisa Terrell,45,177,72,gymnastics
Hollis Valenzuela,42,196,82,baseball
Lasonya Mooney,21,158,46,table tennis
Rufina Chen,19,169,69,basketball
Chang Meyer,32,151,87,taekwondo
Nicolas Conley,29,190,72,handball
Coy Duncan,36,175,73,sailing
Nyla Mendoza,21,168,54,modern pentathlon
Patricia Huber,32,185,75,fencing
Sung Cross,25,187,79,volleyball
Carson Ewing,23,166,44,triathlon
Sook Carroll,26,197,76,basketball
Temeka Campos,44,184,59,judo
Ramonita Wood,47,183,51,table tennis
Napoleon Bowman,20,200,45,canoeing
Walton Washington,31,181,64,basketball
Treena Decker,44,153,74,archery
Alonzo Hampton,18,163,39,fencing
Roni Aguirre,43,175,67,badminton
Pearlene Merrill,35,185,65,badminton
Mikel Mayo,16,192,59,fencing
Deedra Walsh,19,159,46,triathlon
Sylvester Wheeler,23,194,56,triathlon
Irina Yang,42,192,61,rowing
Krissy Martinez,25,198,77,judo
Augustine Burch,28,191,66,football
Maryln Pearson,30,168,75,modern pentathlon
Hilton Rich,35,157,79,football
Chau Garner,48,169,58,taekwondo
Jeni Battle,30,162,62,taekwondo
Stefania Stokes,28,193,60,athletics
Lovetta Carpenter,25,172,38,boxing
Raelene Mccormick,36,195,62,athletics
Clemente Powell,25,199,49,taekwondo
Carmina Vang,22,177,43,taekwondo
Georgeann Dennis,39,198,86,badminton
Clarinda Hale,29,170,81,basketball
Rudolph Duran,22,194,38,triathlon
Echo Jarvis,50,191,57,cycling
Werner Hahn,27,153,58,football
Synthia Underwood,33,179,45,taekwondo
Michiko Harvey,28,170,66,athletics
Ariane Matthews,37,194,49,baseball
Aldo Todd,25,182,61,cycling
Chieko Craig,36,179,47,cycling
Roland Knight,20,170,46,shooting
Mammie Alexander,22,156,72,canoeing
Martin Kemp,46,196,40,shooting
Donovan Tate,38,167,67,softball
Otha Landry,35,163,41,archery
Elmer Bridges,46,180,41,baseball
Leia O'neal,45,197,84,volleyball
Kerry Crosby,38,165,39,rowing
Mikaela Flynn,43,181,69,tennis
Denae Hewitt,46,176,61,volleyball
Agustin Shepherd,31,173,51,football
Louie Ramos,33,153,45,badminton
Bryon Cochran,27,194,85,boxing
Toby Welch,29,175,49,judo
Alfonzo Stewart,27,192,82,table tennis
Rubin Huffman,43,186,56,taekwondo
Meggan Mcbride,48,196,49,gymnastics
Jerome Russo,20,172,40,aquatics
Ariane Clarke,44,178,85,archery
Carmine Kidd,22,194,69,tennis
Carson Mathis,40,152,39,baseball
Argentina Coffey,41,171,86,fencing
Arnetta Stein,45,162,63,cycling
Lavonia Mccarthy,40,176,52,triathlon
Marylynn Mcpherson,38,175,80,rowing
Dwana Richardson,50,178,81,canoeing
Lavinia Gonzales,19,167,68,tennis
Zandra Carlson,23,194,79,tennis
Sharyl Floyd,21,178,74,triathlon
Darrell Acosta,27,182,77,volleyball
Waylon O'brien,33,163,38,archery
Ching Tyler,23,151,50,weightlifting
Benedict Rojas,35,163,55,triathlon
Issac Ware,35,174,90,tennis
Krissy Moran,25,173,63,football
Venetta Livingston,46,177,72,judo
Percy Medina,31,166,76,hockey
Avery Ferrell,16,169,68,equestrian
Micheal Randolph,37,171,57,athletics
Lynelle Owens,25,181,88,football
Duncan Patton,16,200,60,fencing
Clayton Monroe,40,163,60,triathlon
Jesus Huff,29,191,59,baseball
Gregg Kidd,50,199,72,canoeing
Tianna Bridges,48,197,71,canoeing
George Perry,29,196,52,canoeing
Ernesto Barton,38,170,50,triathlon
Claude Hood,26,180,89,fencing
Bibi Kane,29,191,47,rowing
Jaquelyn Norman,30,164,88,equestrian
Elvie Frost,25,173,86,equestrian
Scotty Buchanan,44,173,80,fencing
Corazon Burns,37,152,55,football
Amira Watkins,29,186,56,basketball
Salvador Mckinney,44,165,47,taekwondo
Emelda Finley,24,197,66,handball
Stephen Leblanc,35,195,84,badminton
Faustina Roberson,43,166,79,sailing
Madaline Sherman,24,170,62,shooting
Valrie Fulton,40,181,83,weightlifting
Bobette Little,35,174,76,archery
Alita Gordon,33,176,85,modern pentathlon
Del Morgan,24,151,89,basketball
Layne Rowland,35,195,45,basketball
Jani Spencer,26,177,84,football
Rosario Watson,46,170,49,fencing
Shavonne Galloway,30,198,71,gymnastics
Viki Singleton,50,151,51,weightlifting
Mertie Gates,46,156,80,athletics
Leroy Austin,48,187,57,football
Paulene Hays,33,194,39,sailing
Val Ware,36,156,43,triathlon
Marcell Collier,39,173,51,judo
Felton Tyler,40,188,42,gymnastics
Brinda Bernard,24,193,43,aquatics
Beau Head,39,199,66,archery
Wilton Duncan,27,155,72,cycling
Tiesha Castro,22,161,88,hockey
Thersa Fuller,50,196,79,table tennis
Tristan Grimes,22,164,46,sailing
Amee Duke,27,180,50,modern pentathlon
Gail Thornton,40,192,65,handball
Leopoldo Wooten,44,176,84,equestrian
Maisha Cross,47,189,38,gymnastics
Donya Travis,49,188,67,football
Mike Black,20,153,62,badminton
Antonio Lynn,42,154,63,football
Aaron Dyer,19,175,49,boxing
Hyman Carney,24,161,49,judo
Brant Love,41,181,49,tennis
Cheree Berger,22,162,73,volleyball
Romaine Aguilar,39,187,80,canoeing
Laticia Santos,19,164,87,table tennis
Mitsue Cotton,38,158,59,tennis
Adah Wilcox,49,151,70,baseball
Horacio Farley,25,195,72,gymnastics
Arianne Gates,17,200,57,shooting
Rhett Monroe,35,168,84,weightlifting
John Reilly,25,173,49,taekwondo
Shizue Blake,30,168,87,cycling
Pat Long,29,180,67,taekwondo
Louis Lawrence,16,179,56,archery
Willian Kemp,21,193,58,sailing
Shalon Mcpherson,16,176,51,judo
Stanton Mitchell,45,184,39,shooting
Young Perkins,21,165,45,table tennis
Onita Beach,39,170,45,rowing
Landon Key,21,194,47,judo
Rosette English,26,189,50,weightlifting
Douglass Hall,30,167,59,badminton
Bryon Powell,29,197,45,canoeing
Yuk Snider,25,197,39,softball
Kasi Ewing,33,189,84,triathlon
Marcelo Brennan,45,153,85,triathlon
Joya Pruitt,40,153,58,fencing
Verlie Abbott,45,158,64,badminton
Tarra Mccarthy,16,153,84,fencing
Vi Branch,43,188,78,taekwondo
Angel Leonard,46,167,63,sailing
Rivka Nolan,34,187,50,aquatics
Fred Gaines,21,194,55,canoeing
Deshawn Sheppard,37,166,89,hockey
Reyes Walsh,47,157,69,equestrian
Mitch England,17,164,63,taekwondo
Grover Cooper,44,158,47,gymnastics
Lisabeth Brooks,16,180,87,sailing
Steve Harrison,39,155,43,taekwondo
Linsey Jensen,21,166,77,badminton
Leon Larsen,50,199,88,equestrian
Clay Singleton,16,181,60,athletics
Clarisa Osborne,26,196,82,rowing
Isreal Sargent,37,155,74,rowing
Alvaro Goff,22,185,78,shooting
